ダウンロードした時刻：2018/09/17 14:26:27

,神戸,神戸,神戸
年月日,平均気温(℃),平均気温(℃),平均気温(℃)
,,品質情報,均質番号
2017/2/25,6.8,8,1
2017/2/26,8.1,8,1
2017/2/27,6.9,8,1
2017/2/28,6.6,8,1
2017/3/1,8.1,8,1
2017/3/2,9.8,8,1
2017/3/3,8.3,8,1
2017/3/4,9.1,8,1
2017/3/5,10.6,8,1
2017/3/6,10.3,8,1
2017/3/7,6.6,8,1
2017/3/8,5.3,8,1
2017/3/9,6.6,8,1
2017/3/10,8.5,8,1
2017/3/11,7.8,8,1
2017/3/12,7.9,8,1
2017/3/13,10.1,8,1
2017/3/14,9.2,8,1
2017/3/15,6.9,8,1
2017/3/16,8.1,8,1
2017/3/17,8.6,8,1
2017/3/18,9.1,8,1
2017/3/19,10.5,8,1
2017/3/20,12.3,8,1
2017/3/21,9.8,8,1
2017/3/22,9.3,8,1
2017/3/23,10.0,8,1
2017/3/24,8.7,8,1
2017/3/25,8.4,8,1
2017/3/26,10.3,8,1
2017/3/27,10.1,8,1
2017/3/28,9.7,8,1
2017/3/29,10.9,8,1
2017/3/30,14.4,8,1
2017/3/31,9.1,8,1
2017/4/1,9.0,8,1
2017/4/2,10.2,8,1
2017/4/3,12.1,8,1
2017/4/4,13.4,8,1
2017/4/5,15.9,8,1
2017/4/6,16.5,8,1
2017/4/7,17.4,8,1
2017/4/8,17.8,8,1
2017/4/9,15.6,8,1
2017/4/10,13.0,8,1
2017/4/11,13.0,8,1
2017/4/12,13.2,8,1
2017/4/13,12.8,8,1
2017/4/14,16.0,8,1
2017/4/15,17.9,8,1
2017/4/16,18.9,8,1
2017/4/17,18.7,8,1
2017/4/18,18.5,8,1
2017/4/19,17.4,8,1
2017/4/20,14.8,8,1
2017/4/21,16.3,8,1
2017/4/22,15.5,8,1
2017/4/23,14.2,8,1
2017/4/24,17.1,8,1
2017/4/25,18.0,8,1
2017/4/26,16.2,8,1
2017/4/27,15.6,8,1
2017/4/28,15.9,8,1
2017/4/29,17.2,8,1
2017/4/30,19.0,8,1
2017/5/1,20.1,8,1
2017/5/2,17.3,8,1
2017/5/3,19.2,8,1
2017/5/4,20.2,8,1
2017/5/5,20.5,8,1
2017/5/6,20.4,8,1
2017/5/7,20.1,8,1
2017/5/8,21.7,8,1
2017/5/9,19.4,8,1
2017/5/10,18.7,8,1
2017/5/11,20.1,8,1
2017/5/12,21.9,8,1
2017/5/13,17.8,8,1
2017/5/14,20.0,8,1
2017/5/15,20.8,8,1
2017/5/16,18.5,8,1
2017/5/17,19.3,8,1
2017/5/18,19.9,8,1
2017/5/19,21.1,8,1
2017/5/20,22.8,8,1
2017/5/21,22.8,8,1
2017/5/22,22.5,8,1
2017/5/23,22.4,8,1
2017/5/24,21.5,8,1
2017/5/25,20.4,8,1
2017/5/26,22.5,8,1
2017/5/27,20.0,8,1
2017/5/28,20.4,8,1
2017/5/29,22.7,8,1
2017/5/30,23.9,8,1
2017/5/31,23.9,8,1
2017/6/1,22.7,8,1
2017/6/2,20.6,8,1
2017/6/3,19.1,8,1
2017/6/4,20.1,8,1
2017/6/5,20.7,8,1
2017/6/6,21.3,8,1
2017/6/7,19.4,8,1
2017/6/8,21.2,8,1
2017/6/9,22.2,8,1
2017/6/10,23.6,8,1
2017/6/11,21.3,8,1
2017/6/12,19.8,8,1
2017/6/13,19.9,8,1
2017/6/14,21.1,8,1
2017/6/15,22.8,8,1
2017/6/16,23.5,8,1
2017/6/17,22.4,8,1
2017/6/18,24.1,8,1
2017/6/19,24.6,8,1
2017/6/20,24.4,8,1
2017/6/21,21.7,8,1
2017/6/22,22.9,8,1
2017/6/23,24.7,8,1
2017/6/24,24.7,8,1
2017/6/25,23.6,8,1
2017/6/26,25.0,8,1
2017/6/27,24.4,8,1
2017/6/28,23.9,8,1
2017/6/29,24.4,8,1
2017/6/30,25.0,8,1
2017/7/1,26.2,8,1
2017/7/2,27.5,8,1
2017/7/3,27.6,8,1
2017/7/4,26.5,8,1
2017/7/5,24.9,8,1
2017/7/6,25.7,8,1
2017/7/7,26.3,8,1
2017/7/8,27.2,8,1
2017/7/9,26.9,8,1
2017/7/10,27.2,8,1
2017/7/11,28.5,8,1
2017/7/12,28.3,8,1
2017/7/13,29.2,8,1
2017/7/14,28.8,8,1
2017/7/15,28.3,8,1
2017/7/16,29.3,8,1
2017/7/17,29.1,8,1
2017/7/18,28.0,8,1
2017/7/19,28.4,8,1
2017/7/20,30.1,8,1
2017/7/21,30.3,8,1
2017/7/22,29.4,8,1
2017/7/23,28.2,8,1
2017/7/24,28.4,8,1
2017/7/25,28.3,8,1
2017/7/26,29.0,8,1
2017/7/27,29.4,8,1
2017/7/28,28.9,8,1
2017/7/29,29.6,8,1
2017/7/30,28.6,8,1
2017/7/31,29.6,8,1
2017/8/1,29.5,8,1
2017/8/2,29.8,8,1
2017/8/3,29.6,8,1
2017/8/4,30.2,8,1
2017/8/5,30.0,8,1
2017/8/6,30.6,8,1
2017/8/7,27.4,8,1
2017/8/8,28.5,8,1
2017/8/9,29.0,8,1
2017/8/10,29.9,8,1
2017/8/11,30.5,8,1
2017/8/12,29.3,8,1
2017/8/13,28.4,8,1
2017/8/14,27.9,8,1
2017/8/15,26.6,8,1
2017/8/16,28.5,8,1
2017/8/17,28.4,8,1
2017/8/18,28.9,8,1
2017/8/19,29.5,8,1
2017/8/20,29.4,8,1
2017/8/21,29.7,8,1
2017/8/22,29.5,8,1
2017/8/23,30.3,8,1
2017/8/24,30.7,8,1
2017/8/25,30.9,8,1
2017/8/26,27.9,8,1
2017/8/27,28.5,8,1
2017/8/28,28.7,8,1
2017/8/29,29.4,8,1
2017/8/30,28.5,8,1
2017/8/31,27.4,8,1
2017/9/1,26.2,8,1
2017/9/2,25.7,8,1
2017/9/3,25.5,8,1
2017/9/4,24.7,8,1
2017/9/5,24.8,8,1
2017/9/6,25.4,8,1
2017/9/7,26.5,8,1
2017/9/8,26.2,8,1
2017/9/9,26.2,8,1
2017/9/10,27.5,8,1
2017/9/11,26.8,8,1
2017/9/12,25.7,8,1
2017/9/13,25.7,8,1
2017/9/14,25.3,8,1
2017/9/15,23.4,8,1
2017/9/16,21.3,8,1
2017/9/17,24.0,8,1
2017/9/18,25.0,8,1
2017/9/19,24.5,8,1
2017/9/20,24.5,8,1
2017/9/21,23.1,8,1
2017/9/22,22.0,8,1
2017/9/23,23.3,8,1
2017/9/24,23.7,8,1
2017/9/25,24.3,8,1
2017/9/26,24.7,8,1
2017/9/27,24.5,8,1
2017/9/28,22.3,8,1
2017/9/29,21.2,8,1
2017/9/30,22.0,8,1
2017/10/1,21.6,8,1
2017/10/2,21.4,8,1
2017/10/3,22.2,8,1
2017/10/4,18.9,8,1
2017/10/5,19.9,8,1
2017/10/6,19.0,8,1
2017/10/7,20.6,8,1
2017/10/8,23.5,8,1
2017/10/9,24.0,8,1
2017/10/10,24.3,8,1
2017/10/11,24.0,8,1
2017/10/12,22.4,8,1
2017/10/13,19.2,8,1
2017/10/14,19.7,8,1
2017/10/15,17.6,8,1
2017/10/16,16.1,8,1
2017/10/17,15.9,8,1
2017/10/18,17.2,8,1
2017/10/19,16.2,8,1
2017/10/20,17.6,8,1
2017/10/21,18.4,8,1
2017/10/22,18.7,8,1
2017/10/23,16.3,8,1
2017/10/24,15.3,8,1
2017/10/25,16.8,8,1
2017/10/26,17.2,8,1
2017/10/27,18.4,8,1
2017/10/28,17.8,8,1
2017/10/29,18.5,8,1
2017/10/30,13.8,8,1
2017/10/31,13.4,8,1
2017/11/1,14.1,8,1
2017/11/2,15.7,8,1
2017/11/3,17.3,8,1
2017/11/4,16.0,8,1
2017/11/5,13.1,8,1
2017/11/6,14.9,8,1
2017/11/7,17.2,8,1
2017/11/8,17.1,8,1
2017/11/9,15.2,8,1
2017/11/10,14.4,8,1
2017/11/11,15.4,8,1
2017/11/12,12.6,8,1
2017/11/13,13.8,8,1
2017/11/14,13.6,8,1
2017/11/15,13.1,8,1
2017/11/16,10.8,8,1
2017/11/17,10.9,8,1
2017/11/18,10.9,8,1
2017/11/19,8.6,8,1
2017/11/20,7.8,8,1
2017/11/21,8.7,8,1
2017/11/22,10.9,8,1
2017/11/23,10.9,8,1
2017/11/24,8.7,8,1
2017/11/25,9.4,8,1
2017/11/26,11.1,8,1
2017/11/27,12.8,8,1
2017/11/28,13.5,8,1
2017/11/29,14.8,8,1
2017/11/30,14.1,8,1
2017/12/1,10.3,8,1
2017/12/2,8.5,8,1
2017/12/3,10.3,8,1
2017/12/4,9.4,8,1
2017/12/5,6.7,8,1
2017/12/6,6.0,8,1
2017/12/7,7.8,8,1
2017/12/8,7.4,8,1
2017/12/9,6.8,8,1
2017/12/10,10.2,8,1
2017/12/11,8.3,8,1
2017/12/12,3.3,8,1
2017/12/13,4.2,8,1
2017/12/14,5.4,8,1
2017/12/15,7.2,8,1
2017/12/16,8.5,8,1
2017/12/17,4.2,8,1
2017/12/18,5.4,8,1
2017/12/19,7.3,8,1
2017/12/20,6.7,8,1
2017/12/21,6.9,8,1
2017/12/22,6.7,8,1
2017/12/23,8.2,8,1
2017/12/24,10.0,8,1
2017/12/25,8.9,8,1
2017/12/26,6.4,8,1
2017/12/27,4.9,8,1
2017/12/28,5.4,8,1
2017/12/29,7.3,8,1
2017/12/30,7.2,8,1
2017/12/31,7.2,8,1
2018/1/1,6.7,8,1
